location	Guadalupe county	29.6095555555556	-98.0367444444445
location	Hale county	34.0447142857143	-101.8311
location	Hall county	34.579625	-100.63775
location	Hamilton county	31.801475	-98.16195
location	Hansford county	36.1797	-101.359
location	Hardeman county	34.2697	-99.63255
location	Hardin county	30.3292333333333	-94.4455888888889
location	Harris county	29.8113012931034	-95.4048672413793
location	Harrison county	32.5439090909091	-94.2967454545455
location	Hartley county	35.78465	-102.36355
location	Haskell county	33.2382666666667	-99.8254
location	Hays county	30.0541	-97.9826857142857
location	Hemphill county	35.9045	-100.3841
location	Henderson county	32.2172636363636	-95.8228727272727
location	Hidalgo county	26.2627066666667	-98.1778833333333
location	Hill county	31.9734133333333	-97.0510266666667
location	Hockley county	33.62745	-102.32755
location	Hood county	32.4272	-97.8099666666667
location	Hopkins county	33.1486333333333	-95.5267111111111
location	Houston county	31.3332666666667	-95.35925
location	Howard county	32.27384	-101.43402
location	Hudspeth county	31.560175	-105.39955
location	Hunt county	33.1560923076923	-96.0763230769231
location	Hutchinson county	35.70388	-101.47278
location	Irion county	31.22125	-101.00695
location	Jack county	33.17345	-98.25445
location	Jackson county	28.8619142857143	-96.5267571428571
location	Jasper county	30.562925	-93.990125
location	Jeff Davis county	30.61655	-104.20875
location	Jefferson county	30.0116625	-94.1099291666667
location	Jim Hogg county	27.0914	-98.78825
location	Jim Wells county	27.7451666666667	-98.037
location	Johnson county	32.4136583333333	-97.307675
location	Jones county	32.8284666666667	-99.8346333333333
location	Karnes county	28.9443625	-97.8670875
location	Kaufman county	32.56174	-96.30143
location	Kendall county	29.91622	-98.6954
location	Kenedy county	27.0097	-97.8137
location	Kent county	33.3075	-100.6381
location	Kerr county	30.0445333333333	-99.2590833333333
location	Kimble county	30.5407333333333	-99.8046333333333
location	King county	33.6206	-100.3229
location	Kinney county	29.3096	-100.4155
location	Kleberg county	27.4201666666667	-97.8251666666667
location	Knox county	33.4833	-99.6911
location	Lamar county	33.6601928571429	-95.5504714285714
location	Lamb county	34.0790375	-102.3152375
location	Lampasas county	31.121425	-98.269
location	La Salle county	28.308225	-99.180275
location	Lavaca county	29.4258	-97.0318833333333
location	Lee county	30.3181	-96.94515
location	Leon county	31.2843888888889	-96.0400444444444
location	Liberty county	30.2004181818182	-94.7898
location	Limestone county	31.5843428571429	-96.5927428571429
location	Lipscomb county	36.33572	-100.28428
location	Live Oak county	28.42178	-98.1229
location	Llano county	30.7416125	-98.5785625
location	Loving county	31.7068	-103.5988
location	Lubbock county	33.5774875	-101.858715625
location	Lynn county	33.212775	-101.8204
location	McCulloch county	31.2258333333333	-99.3707833333333
location	McLennan county	31.543996875	-97.1693125
location	McMullen county	28.45015	-98.4598
location	Madison county	30.9541333333333	-95.9035
location	Marion county	32.83885	-94.3192
location	Martin county	32.2673666666667	-101.882266666667
location	Mason county	30.8306	-99.104375
location	Matagorda county	28.8909769230769	-96.0278615384615
location	Maverick county	28.704825	-100.46565
location	Medina county	29.3178111111111	-98.9799222222222
location	Menard county	30.8741666666667	-99.8065333333333
location	Midland county	31.9391727272727	-102.066981818182
location	Milam county	30.78475	-97.016075
location	Mills county	31.532525	-98.5204
location	Mitchell county	32.3908666666667	-100.872066666667
location	Montague county	33.6532857142857	-97.7355714285714
location	Montgomery county	30.254452	-95.485216
location	Moore county	35.892275	-101.9353
location	Morris county	33.0705	-94.74374
location	Motley county	34.0607666666667	-100.897566666667
location	Nacogdoches county	31.6437615384615	-94.6174
location	Navarro county	32.0531333333333	-96.512225
location	Newton county	30.7395833333333	-93.7601333333333
location	Nolan county	32.29534	-100.3912
location	Nueces county	27.7537459459459	-97.4741702702703
location	Ochiltree county	36.3142333333333	-100.948066666667
location	Oldham county	35.305475	-102.388125
location	Orange county	30.1136875	-93.87985
location	Palo Pinto county	32.69835	-98.2907
location	Panola county	32.1704	-94.3495285714286
location	Parker county	32.8201583333333	-97.7966916666667
location	Parmer county	34.481525	-102.79605
location	Pecos county	31.0108666666667	-102.465
location	Polk county	30.77961	-94.85631
location	Potter county	35.2922090909091	-101.871195454545
location	Presidio county	29.7735	-104.148466666667
location	Rains county	32.8469666666667	-95.7430666666667
location	Randall county	35.0599444444444	-101.914055555556
location	Reagan county	31.417	-101.5423
location	Real county	29.6993333333333	-99.8242666666667
location	Red River county	33.6132833333333	-95.05215
location	Reeves county	31.2606833333333	-103.747466666667
location	Refugio county	28.29958	-97.11046
location	Roberts county	35.7193	-100.7027
location	Robertson county	30.9549	-96.5466142857143
location	Rockwall county	32.934875	-96.399375
location	Runnels county	31.8126333333333	-100.060866666667
location	Rusk county	32.1609	-94.8244615384615
location	Sabine county	31.28432	-93.91586
location	San Augustine county	31.4052	-94.1741
location	San Jacinto county	30.64315	-95.16105
location	San Patricio county	27.95104	-97.41471
location	San Saba county	31.1478666666667	-98.769
location	Schleicher county	30.8667	-100.5889
